Length,Width,Height,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,epsilon_r,FaultLabel
46.85,36.24,1.04,2.09,5841.65,0.74,-17.13,-5.15,3.89,4.36,79.17,134.48,1.56,1
41.12,36.79,1.58,1.91,3395.15,0.7,-12.25,-17.2,3.7,5.65,58.22,100.47,2.13,1
46.84,30.92,1.05,2.39,5728.54,1.16,-5.32,-12.34,1.12,-0.35,42.02,79.22,2.25,1
44.63,33.17,1.4,2.27,3247.23,0.46,-18.75,-20.0,2.65,1.37,39.41,130.02,2.04,1
47.3,36.99,1.32,2.12,5309.55,0.21,-20.36,-3.82,1.45,4.4,44.44,90.52,1.93,1
43.94,32.92,0.89,2.44,14357.66,1.16,-5.39,-4.99,2.7,1.83,74.51,102.85,3.44,1
49.34,39.23,1.49,1.85,4376.99,0.23,-11.95,-23.41,3.4,5.8,71.11,149.2,3.52,1
45.22,34.3,1.4,2.21,4705.84,0.43,-10.51,-11.3,1.83,2.08,87.89,139.89,2.29,0
40.65,36.65,1.01,1.66,5058.18,0.36,-12.62,-3.09,2.21,-0.15,52.39,116.83,1.88,1
42.78,37.69,1.47,1.84,10217.97,1.13,-7.44,-20.01,2.71,-0.91,88.05,134.67,2.77,1
45.85,32.32,1.14,1.71,4779.76,0.4,-22.86,-21.83,3.91,5.03,89.96,123.1,2.72,1
40.41,35.53,1.28,2.46,11597.59,0.8,-19.64,-5.29,2.77,-0.99,68.37,143.24,1.94,1
48.67,39.51,1.32,2.38,8574.41,0.78,-12.83,-3.84,3.76,5.91,85.93,66.09,1.57,1
40.97,35.86,1.16,1.82,4049.78,0.45,-19.55,-17.16,3.14,-0.18,52.73,131.06,2.88,1
49.47,30.01,1.32,1.74,10853.78,0.92,-7.26,-9.96,3.54,4.49,39.64,45.24,3.05,1
41.74,39.67,1.31,1.92,11248.4,0.47,-22.65,-11.89,3.74,-0.47,52.67,96.53,2.81,1
48.11,39.34,1.35,2.36,3646.67,1.03,-9.43,-8.06,1.99,-0.89,59.68,104.13,3.58,1
41.31,35.97,1.19,2.3,10302.81,0.48,-7.81,-18.92,1.92,5.09,88.8,65.41,3.9,1
40.37,38.7,1.44,2.27,8623.21,0.85,-16.77,-20.77,2.17,4.51,78.11,155.34,2.98,1
44.41,34.05,1.35,2.07,9076.94,0.34,-14.91,-9.5,2.0,-0.9,88.16,120.56,1.63,1
45.65,38.03,0.99,1.58,4238.02,0.44,-17.32,-6.65,2.43,4.35,44.15,123.91,2.09,1
47.58,37.77,1.54,2.27,6544.42,0.31,-13.75,-21.19,2.25,-0.88,68.79,96.74,2.26,1
49.69,32.18,1.24,1.57,7506.81,1.15,-6.83,-22.91,3.56,4.01,85.08,95.3,2.73,1
42.12,30.07,0.99,1.97,10251.26,1.02,-19.2,-17.76,3.16,3.65,72.87,145.27,3.24,1
44.5,37.76,0.96,1.97,7165.84,0.96,-15.26,-4.54,3.32,-0.84,46.65,125.36,2.32,1
44.23,36.67,1.44,1.53,5284.39,0.11,-10.4,-5.17,1.33,5.6,87.5,106.12,3.49,1
42.23,37.12,1.2,1.93,12644.47,0.61,-10.58,-11.37,3.23,5.25,42.82,121.35,1.88,1
41.89,32.25,1.32,2.44,9437.62,0.12,-8.05,-4.98,1.42,1.78,72.85,91.92,1.9,1
45.74,36.27,1.23,1.91,10615.13,0.54,-9.43,-7.66,1.88,1.6,67.73,58.85,3.97,1
45.89,33.28,1.19,1.99,5940.14,1.06,-23.82,-17.71,3.93,2.92,86.63,40.75,3.87,1
43.86,35.6,0.8,1.75,9949.84,0.13,-22.37,-13.46,1.66,3.93,83.56,59.75,3.7,1
42.37,35.9,1.46,2.07,7624.24,0.48,-17.96,-20.33,3.81,4.43,83.19,82.26,3.92,1
47.08,34.05,0.82,1.63,7658.62,1.07,-13.7,-4.84,3.79,-0.39,65.29,80.14,3.7,1
49.69,32.18,1.24,1.57,7506.81,1.15,-6.83,-22.91,3.56,4.01,85.08,95.3,2.73,1
41.93,39.63,0.94,1.57,7700.76,0.9,-14.93,-23.18,3.37,3.7,64.92,59.66,2.25,1
48.1,35.19,1.43,1.69,12385.37,0.59,-9.87,-14.98,3.37,-0.47,32.68,152.11,3.86,1
40.76,37.65,1.43,2.27,9833.98,0.87,-20.73,-8.88,3.45,4.32,51.21,110.92,1.74,1
46.37,32.08,1.13,2.19,4390.31,0.33,-23.19,-4.45,3.26,-0.04,44.14,118.87,1.61,1
49.74,32.15,1.48,1.94,13289.62,0.11,-14.55,-15.79,3.36,5.73,36.1,130.39,3.5,1
41.85,31.41,1.58,1.56,11271.63,1.01,-13.23,-20.23,2.95,4.3,48.35,75.72,2.55,1
43.05,31.13,1.14,2.07,14074.57,1.13,-16.69,-22.82,3.32,4.14,31.84,93.61,2.4,1
44.77,37.44,1.39,1.5,10399.92,1.01,-7.66,-8.07,2.26,3.93,72.09,47.7,3.88,1
45.38,34.31,0.98,1.96,5855.0,0.47,-19.47,-13.41,3.01,4.21,75.61,61.89,3.25,1
46.88,34.16,1.05,2.2,14702.69,1.05,-15.13,-22.19,2.98,0.47,43.62,115.36,2.23,1
48.24,31.08,1.22,2.03,11279.81,0.19,-20.39,-8.83,3.16,2.59,32.77,42.22,2.6,1
41.51,30.22,1.3,1.52,3539.56,0.35,-11.92,-23.54,1.19,5.8,55.36,147.09,3.01,1
42.44,32.39,1.18,2.1,4586.04,0.55,-6.52,-13.52,2.61,0.78,60.35,59.34,1.69,1
49.09,37.97,1.26,1.79,4767.85,0.38,-14.06,-15.83,1.74,3.74,60.47,56.31,3.35,1
40.07,39.26,1.09,1.59,3152.23,1.05,-16.63,-12.1,3.95,5.55,67.79,127.78,2.08,1
47.0,35.38,0.8,1.71,5344.95,0.64,-19.89,-24.72,3.36,0.86,48.25,158.31,2.8,1
43.18,33.4,1.33,2.37,11189.75,0.42,-8.51,-22.03,3.83,3.94,63.69,65.08,1.58,1
47.69,39.07,1.42,2.11,14312.39,0.5,-18.69,-18.0,2.76,-0.65,61.47,98.8,1.57,1
43.29,39.69,1.54,2.09,11641.01,0.85,-17.93,-4.84,3.7,1.31,74.84,41.09,2.54,1
48.16,33.12,1.02,1.74,14596.8,0.18,-14.73,-22.3,2.43,0.51,46.44,112.28,1.71,1
45.63,38.8,1.49,1.52,11149.54,0.12,-16.86,-20.58,1.61,2.05,32.75,126.95,3.92,1
41.52,33.35,1.51,2.28,7212.75,0.57,-17.68,-9.61,3.94,4.41,30.09,44.7,3.65,1
46.71,34.36,1.52,2.26,12438.68,0.99,-18.63,-17.83,3.47,2.33,53.51,74.06,1.85,1
42.49,32.21,1.04,1.65,9620.14,0.38,-24.45,-19.88,3.46,1.92,83.01,153.23,3.62,1
44.08,33.77,1.5,2.46,12261.79,0.81,-19.7,-19.18,2.34,1.86,72.35,90.15,3.02,1
40.89,35.27,0.85,1.89,13439.37,1.15,-12.5,-10.13,3.25,-0.84,83.09,127.05,2.7,1
41.81,36.22,1.35,2.16,14677.45,0.46,-17.9,-19.85,1.52,5.38,79.53,112.88,3.7,0
40.99,31.7,1.34,2.22,3487.16,0.63,-15.41,-15.66,3.29,5.79,31.88,151.55,3.86,1
45.55,35.87,1.03,1.93,5320.94,0.86,-20.19,-10.78,3.93,0.57,31.4,89.88,2.97,1
40.87,33.93,0.87,1.67,8923.53,0.75,-23.96,-17.13,3.33,2.69,51.63,104.05,3.91,1
44.34,36.68,1.53,2.19,6474.51,1.03,-6.42,-4.74,2.92,3.04,74.87,123.37,2.36,1
48.01,34.91,0.86,2.41,3821.57,0.13,-24.95,-13.0,1.97,-0.54,32.72,96.42,2.68,1
47.93,30.1,1.51,2.32,8768.46,0.22,-15.95,-12.15,1.76,2.41,76.54,150.73,3.7,0
41.27,34.77,1.25,1.8,7635.35,1.06,-14.37,-12.39,3.78,3.17,57.72,61.39,3.82,1
45.5,31.83,1.55,2.43,14710.04,0.16,-11.41,-5.74,1.93,3.34,70.17,55.51,2.89,1
42.79,39.45,1.1,1.91,7012.03,0.76,-14.51,-19.27,1.32,2.88,63.44,46.79,2.18,1
41.74,31.7,1.33,1.66,4320.64,0.65,-9.07,-11.69,3.26,0.86,47.1,91.44,2.92,1
48.66,37.92,1.39,1.5,4721.16,0.33,-13.45,-24.93,1.38,2.39,32.46,78.25,3.86,1
46.87,32.28,0.86,1.74,8089.05,0.83,-10.52,-18.31,3.48,3.45,42.84,156.93,3.77,1
45.38,34.31,0.98,1.96,5855.0,0.47,-19.47,-13.41,3.01,4.21,75.61,61.89,3.25,1
43.85,38.19,1.06,2.1,5563.24,1.1,-13.48,-23.82,3.48,1.7,85.94,131.24,3.85,1
40.53,38.16,1.07,2.18,13008.17,0.78,-20.16,-9.68,2.97,5.43,47.61,44.28,2.51,1
46.13,30.11,1.17,1.76,7754.73,0.55,-16.45,-22.97,2.59,0.85,84.77,51.19,1.9,1
43.94,39.34,1.17,1.75,13485.12,1.2,-21.89,-5.81,2.47,0.79,78.73,105.93,2.84,1
43.0,38.0,1.27,1.86,14055.81,0.47,-13.18,-3.64,3.73,5.67,50.93,69.68,1.87,1
41.0,34.24,1.33,2.32,4751.67,0.96,-5.73,-11.03,1.06,4.41,45.98,49.05,1.85,1
42.08,35.87,0.81,1.65,7000.9,0.97,-10.63,-17.56,2.86,-0.71,39.83,157.83,2.65,1
41.75,30.37,0.99,2.26,13336.55,0.89,-18.27,-6.24,2.37,5.74,76.33,50.83,2.77,1
49.86,33.08,0.82,1.85,14370.06,0.42,-15.15,-18.94,3.03,1.6,85.48,53.1,1.79,1
45.54,35.05,1.04,2.22,8222.45,0.76,-12.62,-14.93,3.77,-0.74,37.35,122.61,3.04,1
47.3,30.91,1.27,1.89,4540.72,1.08,-6.15,-4.71,2.59,5.05,41.87,75.46,2.5,1
46.87,34.63,0.83,2.42,7907.21,0.53,-24.94,-21.96,3.61,2.6,73.95,57.78,1.6,1
43.06,31.72,0.97,2.03,11400.38,1.14,-9.39,-9.47,2.9,5.99,66.57,133.8,2.97,1
43.54,38.94,1.3,1.98,10685.04,0.72,-8.2,-14.95,3.81,0.82,35.89,153.18,3.05,1
44.5,33.86,1.31,1.55,12320.83,0.41,-12.56,-15.67,2.83,2.98,61.05,59.24,3.16,1
40.69,30.85,1.38,2.4,13505.45,1.02,-18.5,-10.72,1.96,0.7,57.88,72.44,2.23,1
42.0,33.97,1.18,1.94,8705.3,0.43,-8.83,-4.91,2.05,3.47,52.84,109.45,2.63,1
40.67,31.54,1.42,1.7,12363.25,1.15,-10.87,-7.25,3.35,4.13,71.66,41.11,1.69,1
46.72,35.63,1.44,1.91,3368.26,0.98,-21.19,-16.47,2.07,-0.14,51.05,61.25,1.51,1
47.87,33.27,1.13,2.25,12889.92,0.94,-21.58,-17.41,3.94,5.86,81.54,121.18,3.28,1
42.27,37.95,1.37,2.38,7110.13,1.08,-8.71,-15.44,3.57,1.29,65.62,67.6,3.43,1
40.67,32.85,1.5,2.01,9358.53,0.22,-5.85,-22.35,3.9,0.3,32.95,152.9,1.9,1
43.77,32.07,0.95,1.84,13231.88,0.52,-23.74,-6.35,3.36,2.84,32.79,58.34,3.9,1
44.11,37.14,1.44,2.23,10361.69,0.37,-21.16,-6.67,1.25,-0.26,40.06,105.99,3.39,1
49.95,32.91,1.29,2.15,6752.86,0.43,-22.98,-4.19,2.48,3.91,77.19,72.14,2.76,1
44.97,32.12,1.08,2.28,4777.95,0.65,-15.12,-20.94,1.98,3.81,39.32,138.24,3.62,1
47.56,39.6,1.35,1.73,5244.98,0.98,-9.59,-12.82,1.38,0.52,57.7,65.41,2.15,1
43.39,38.3,1.58,1.65,14644.1,0.72,-16.57,-23.53,1.55,2.12,72.65,44.28,3.13,1
45.08,30.57,0.87,2.04,5646.35,0.25,-13.25,-24.43,2.98,0.2,37.06,84.72,1.5,1
46.12,32.04,1.58,2.37,8940.02,1.15,-23.91,-10.52,2.42,-0.69,71.85,114.07,1.65,1
43.85,38.19,1.06,2.1,5563.24,1.1,-13.48,-23.82,3.48,1.7,85.94,131.24,3.85,1
48.65,39.71,1.32,1.82,3514.21,0.38,-9.04,-8.01,1.45,0.88,38.75,104.06,2.29,1
44.15,36.28,1.07,2.47,7173.95,0.26,-18.21,-19.4,4.0,5.22,74.04,72.91,2.88,1
49.66,33.35,1.43,2.07,5406.43,0.23,-15.04,-20.54,2.18,-0.7,56.07,85.63,3.99,1
46.03,32.5,0.89,1.99,9049.04,0.88,-6.99,-20.22,3.48,2.17,37.56,130.12,3.19,1
44.42,37.07,1.34,1.88,3511.64,1.17,-20.94,-8.74,2.68,-0.79,73.99,156.69,2.25,1
49.57,34.3,0.9,2.25,12689.9,1.08,-11.32,-22.77,1.01,2.28,76.96,59.41,2.49,1
47.51,34.86,1.31,1.77,10443.01,0.37,-24.74,-9.22,2.33,1.11,61.57,85.72,3.76,1
46.27,39.87,1.1,2.04,12281.38,0.26,-15.5,-6.19,3.64,2.69,77.88,104.07,3.05,1
43.15,39.23,0.91,2.07,6178.64,1.2,-19.54,-4.92,1.88,-0.88,72.73,75.94,2.26,1
49.84,37.65,1.02,2.17,10147.96,0.54,-18.88,-23.68,1.38,-0.06,58.85,117.03,1.83,1
44.52,35.83,1.07,1.9,10851.05,1.13,-12.49,-5.67,1.07,2.77,60.96,144.43,2.89,1
44.2,30.49,1.35,1.8,4578.12,0.87,-9.14,-11.15,3.84,4.39,49.71,127.49,2.32,1
46.83,39.38,1.0,2.41,4228.68,0.79,-6.57,-13.96,1.08,3.8,89.86,133.23,3.67,0
45.81,38.36,1.6,2.39,7461.56,0.12,-12.77,-14.56,1.71,-0.72,49.29,135.77,2.93,1
44.34,36.68,1.53,2.19,6474.51,1.03,-6.42,-4.74,2.92,3.04,74.87,123.37,2.36,1
41.32,37.32,1.1,2.06,13307.08,0.92,-11.94,-3.91,2.27,-0.83,87.68,89.01,2.5,1
47.05,36.59,1.19,1.85,7373.68,0.3,-11.4,-7.46,1.96,4.93,32.0,122.13,2.95,1
43.74,37.38,1.47,2.48,3145.94,0.22,-24.31,-23.72,3.86,0.56,35.02,72.4,3.69,1
40.48,30.56,0.98,2.36,12215.12,0.39,-24.81,-19.25,3.8,2.89,34.8,127.01,3.77,1
49.85,38.74,0.84,1.74,10395.98,0.51,-9.47,-8.69,3.91,1.54,71.66,42.61,3.5,1
43.85,35.52,1.08,1.81,4892.56,0.53,-11.2,-8.54,3.93,3.41,65.64,45.64,2.92,1
43.97,32.39,1.49,2.2,7957.3,0.79,-22.26,-3.55,3.26,4.76,42.37,140.76,2.21,1
41.37,37.03,1.59,2.44,14539.35,0.6,-11.82,-23.16,2.76,4.16,83.86,49.92,2.43,1
46.35,34.22,1.04,2.44,12627.75,0.15,-18.5,-17.79,1.99,1.81,34.87,60.99,3.8,1
46.32,34.8,1.45,2.11,9731.05,0.43,-5.93,-3.3,3.99,4.48,89.37,105.11,2.76,1
48.71,30.18,1.07,2.22,8069.44,1.17,-18.77,-15.48,3.95,0.47,54.49,44.35,1.92,1
42.2,33.84,1.21,1.84,12889.71,0.39,-23.22,-21.59,2.88,2.94,33.8,159.17,3.73,1
49.58,38.88,0.93,1.9,14706.61,0.2,-19.87,-13.26,3.07,2.65,50.38,147.6,3.45,1
41.86,37.57,0.93,2.32,12336.2,0.3,-18.39,-14.99,2.53,4.36,35.36,54.19,3.89,1
49.62,31.6,1.45,2.11,14160.34,1.17,-14.47,-5.29,1.5,3.54,85.82,65.49,1.67,1
48.23,31.02,1.53,2.06,9463.97,0.55,-12.55,-5.74,3.84,2.47,42.47,84.98,3.32,1
44.71,35.72,0.87,1.66,9452.77,0.26,-16.86,-24.85,3.02,4.99,79.11,80.26,3.31,1
41.13,31.05,1.34,1.74,4338.1,1.12,-7.32,-20.8,1.94,3.33,63.88,144.45,1.53,0
44.23,36.67,1.44,1.53,5284.39,0.11,-10.4,-5.17,1.33,5.6,87.5,106.12,3.49,1
40.01,33.82,1.08,1.52,3845.04,0.8,-24.15,-6.36,3.94,0.18,38.38,71.74,3.72,1
44.16,30.48,0.98,1.97,5970.11,0.82,-18.43,-8.2,3.93,0.82,87.45,139.02,1.75,1
46.38,30.37,1.59,2.31,7951.19,0.69,-19.66,-14.63,3.06,5.08,87.36,119.64,2.37,1
46.7,36.79,1.19,1.77,8143.04,0.32,-10.62,-23.25,2.05,-0.41,71.69,143.53,1.87,1
46.6,35.7,0.84,2.41,7211.13,0.1,-6.67,-4.73,1.09,5.66,44.67,43.4,3.24,1
40.53,30.49,1.01,1.88,7860.42,0.8,-9.26,-18.26,1.66,2.24,58.92,120.05,1.51,1
44.67,30.78,1.18,1.99,13509.44,0.1,-10.24,-19.43,1.39,-0.04,40.48,49.09,3.48,1
45.6,38.75,1.07,1.6,3061.74,0.35,-8.23,-18.15,1.67,2.47,86.81,101.08,3.89,0
42.78,37.69,1.47,1.84,10217.97,1.13,-7.44,-20.01,2.71,-0.91,88.05,134.67,2.77,1
40.6,33.53,1.03,2.21,4178.25,0.73,-20.7,-18.93,2.41,5.31,60.97,44.94,2.01,1
45.65,32.95,1.32,1.95,14713.88,1.09,-24.47,-24.87,1.53,1.21,64.67,65.03,1.61,1
43.3,35.9,1.32,1.74,7619.67,0.75,-19.64,-6.1,2.57,3.55,81.28,49.73,1.74,1
45.45,38.88,1.45,1.65,3111.05,0.53,-17.7,-24.38,3.43,2.61,88.56,140.02,1.99,1
41.75,30.37,0.99,2.26,13336.55,0.89,-18.27,-6.24,2.37,5.74,76.33,50.83,2.77,1
47.27,36.38,1.04,1.51,10222.67,0.43,-9.82,-6.61,3.26,4.29,87.19,118.05,3.92,1
49.47,36.93,1.2,2.44,3453.13,1.1,-10.16,-20.55,1.88,5.05,36.22,72.44,2.43,1
44.96,30.1,1.18,2.25,9484.62,0.52,-17.17,-15.5,2.94,5.86,78.48,54.28,3.42,1
48.66,37.92,1.39,1.5,4721.16,0.33,-13.45,-24.93,1.38,2.39,32.46,78.25,3.86,1
44.13,34.37,1.22,1.63,12131.55,1.18,-12.26,-9.73,1.76,0.38,50.99,73.97,3.82,1
45.46,34.28,1.12,1.88,11112.31,0.68,-16.16,-10.07,2.08,2.43,50.08,103.32,3.95,1
45.61,33.31,1.54,1.84,5919.46,0.53,-23.06,-21.49,1.29,3.98,49.92,44.48,2.33,1
44.75,39.47,1.44,1.91,5651.75,1.18,-18.22,-22.92,3.98,1.04,57.33,140.99,2.39,1
44.12,39.2,0.82,2.1,7792.72,0.72,-10.93,-16.05,3.68,5.69,89.1,46.57,1.55,1
45.2,38.06,1.58,2.37,5762.01,0.73,-20.89,-14.39,3.96,5.89,67.05,134.22,2.23,1
42.49,30.2,1.3,2.06,9459.46,0.57,-19.52,-9.16,1.11,-0.86,77.71,97.26,3.98,1
40.51,32.5,1.03,1.79,11017.09,1.12,-13.2,-10.57,2.48,2.3,73.27,122.09,2.98,1
47.72,38.02,1.29,1.62,6132.17,0.89,-19.5,-4.79,2.99,5.17,36.05,48.25,2.83,1
46.84,30.92,1.05,2.39,5728.54,1.16,-5.32,-12.34,1.12,-0.35,42.02,79.22,2.25,1
47.68,33.17,1.55,2.49,5090.44,0.2,-5.68,-19.79,1.04,3.27,73.34,130.18,3.82,0
49.0,30.39,1.21,1.89,3226.77,0.47,-18.01,-16.44,3.35,0.91,83.74,159.58,2.29,1
46.6,35.7,0.84,2.41,7211.13,0.1,-6.67,-4.73,1.09,5.66,44.67,43.4,3.24,1
49.37,30.02,0.88,1.93,10032.1,0.67,-11.3,-3.65,1.06,4.41,75.91,124.58,2.24,1
42.98,32.73,1.52,2.49,11848.45,0.26,-17.85,-3.61,3.29,1.22,60.56,92.0,2.09,1
42.84,31.31,0.95,1.8,5484.24,0.42,-24.16,-15.4,3.07,-0.93,39.99,52.39,3.39,1
48.16,33.12,1.02,1.74,14596.8,0.18,-14.73,-22.3,2.43,0.51,46.44,112.28,1.71,1
48.76,39.25,1.12,1.75,7037.48,0.83,-10.54,-23.33,2.78,-0.32,82.4,48.11,2.5,1
47.09,37.23,1.59,2.28,7329.24,0.66,-17.12,-13.23,3.69,-0.33,83.65,100.47,3.85,1
46.64,32.51,1.26,2.15,13445.39,0.14,-22.34,-3.79,2.05,4.43,48.69,117.03,3.21,1
45.46,39.38,1.12,1.6,4285.66,0.9,-18.75,-22.47,3.33,5.22,36.14,113.98,2.97,1
42.07,32.14,0.9,2.31,10327.84,0.84,-9.48,-18.47,2.42,-0.55,49.36,69.25,2.16,1
46.86,33.44,1.51,2.39,12469.34,0.9,-10.04,-19.05,3.55,0.11,47.73,92.8,3.3,1
41.51,32.09,0.9,1.85,13477.47,0.75,-21.82,-22.7,3.99,0.77,47.2,62.29,2.97,1
47.83,30.99,1.39,1.75,6414.68,0.91,-11.81,-8.68,2.55,5.01,37.31,117.42,3.55,1
42.38,38.39,0.87,1.53,4977.97,0.51,-14.75,-18.67,3.02,1.96,30.64,135.03,3.19,1
49.47,36.93,1.2,2.44,3453.13,1.1,-10.16,-20.55,1.88,5.05,36.22,72.44,2.43,1
46.47,30.3,0.93,2.48,12268.75,0.13,-14.71,-16.01,1.51,1.74,85.47,53.65,1.94,1
48.77,33.37,1.28,2.2,6735.34,0.15,-13.41,-11.13,2.72,4.04,60.69,57.84,2.88,1
43.39,38.3,1.58,1.65,14644.1,0.72,-16.57,-23.53,1.55,2.12,72.65,44.28,3.13,1
44.11,37.14,1.44,2.23,10361.69,0.37,-21.16,-6.67,1.25,-0.26,40.06,105.99,3.39,1
45.28,32.54,1.5,1.79,4375.83,0.81,-22.59,-8.65,3.07,0.17,46.44,77.97,2.9,1
43.15,31.67,1.24,1.97,3121.05,0.14,-20.65,-19.28,2.35,5.32,85.42,72.37,2.46,1
48.99,35.1,0.94,1.71,3142.04,0.83,-8.36,-23.67,3.66,4.43,74.66,62.91,3.54,1
42.18,35.51,0.83,1.82,5508.91,0.23,-8.72,-20.67,3.86,5.09,36.67,147.13,2.87,1
48.88,36.78,0.84,1.74,6378.92,0.29,-20.24,-20.03,3.64,2.24,82.59,56.56,3.91,1
41.5,37.15,1.26,2.04,8202.14,0.59,-21.56,-17.06,3.03,4.94,74.17,115.15,2.16,1
44.69,38.01,1.44,2.02,11136.07,0.43,-13.34,-11.07,1.77,-0.79,79.72,84.87,1.62,1
47.51,37.21,1.02,2.09,9010.67,0.37,-22.01,-11.78,3.55,5.96,64.82,56.91,1.92,1
45.22,39.79,0.93,2.43,7977.33,1.07,-17.52,-4.8,3.64,4.81,49.76,71.11,2.12,1
43.97,32.39,1.49,2.2,7957.3,0.79,-22.26,-3.55,3.26,4.76,42.37,140.76,2.21,1
47.54,35.25,0.9,1.75,6380.29,0.54,-15.59,-4.39,1.18,3.96,81.25,82.88,1.81,1
48.88,36.78,0.84,1.74,6378.92,0.29,-20.24,-20.03,3.64,2.24,82.59,56.56,3.91,1
44.97,38.86,1.49,2.38,11143.73,1.13,-11.38,-22.36,1.63,0.54,39.3,101.91,3.33,1
48.75,35.68,1.13,1.9,11421.96,0.56,-11.76,-23.97,2.34,0.81,39.46,103.31,1.55,1
43.3,38.4,1.46,1.75,3263.7,0.99,-21.62,-7.67,3.05,0.18,34.71,151.32,2.21,1
41.99,33.59,1.39,2.34,14021.78,0.29,-11.55,-3.74,1.17,3.73,80.73,81.08,2.92,1
42.53,39.64,1.27,2.22,4174.78,1.1,-7.36,-3.7,3.88,4.36,50.64,100.54,2.57,1
43.85,35.52,1.08,1.81,4892.56,0.53,-11.2,-8.54,3.93,3.41,65.64,45.64,2.92,1
43.16,36.56,1.48,2.04,5736.88,0.66,-24.54,-16.94,1.54,1.82,33.61,120.41,2.07,1
49.86,33.08,0.82,1.85,14370.06,0.42,-15.15,-18.94,3.03,1.6,85.48,53.1,1.79,1
41.08,31.22,0.92,1.74,8796.87,0.77,-19.8,-20.51,2.57,2.42,34.51,67.42,2.78,1
42.84,36.53,1.28,2.43,14626.43,0.67,-23.25,-18.4,2.55,3.71,86.77,58.61,2.92,1
43.89,38.8,0.83,1.97,12958.23,0.24,-10.79,-17.78,1.07,2.32,61.3,44.99,2.3,1
40.97,31.99,1.09,2.02,4209.94,1.2,-6.11,-7.53,1.5,4.35,80.69,132.19,3.04,1
42.38,36.33,0.9,1.7,5935.14,0.81,-8.68,-5.02,2.39,-0.86,36.29,148.56,2.87,1
48.29,37.35,1.55,2.0,5120.14,0.26,-16.17,-12.94,3.97,3.37,88.26,153.48,3.89,1
41.12,36.79,1.58,1.91,3395.15,0.7,-12.25,-17.2,3.7,5.65,58.22,100.47,2.13,1
45.88,37.92,1.23,1.87,14815.75,0.9,-21.19,-6.83,4.0,4.68,57.75,84.83,3.32,1
48.16,33.12,1.02,1.74,14596.8,0.18,-14.73,-22.3,2.43,0.51,46.44,112.28,1.71,1
47.12,36.58,1.07,2.18,10223.76,0.58,-13.85,-5.72,2.31,1.34,69.67,51.35,3.3,1
48.4,38.71,1.06,2.18,5525.16,0.83,-9.94,-21.38,1.73,-0.5,86.37,156.0,3.4,1
44.58,35.67,1.54,1.76,10949.81,0.91,-8.58,-12.39,3.92,5.74,60.82,94.27,1.72,1
47.65,31.76,1.31,2.07,9204.69,0.42,-22.1,-10.26,3.63,-0.18,40.61,132.36,3.83,1
46.6,35.7,0.84,2.41,7211.13,0.1,-6.67,-4.73,1.09,5.66,44.67,43.4,3.24,1
42.84,36.53,1.28,2.43,14626.43,0.67,-23.25,-18.4,2.55,3.71,86.77,58.61,2.92,1
41.76,34.07,1.55,2.36,4342.35,0.95,-6.9,-7.05,3.84,5.62,73.86,76.03,2.92,1
42.39,39.68,1.44,1.95,3965.35,0.45,-14.84,-4.48,1.33,2.86,72.39,105.69,2.56,1
41.37,37.03,1.59,2.44,14539.35,0.6,-11.82,-23.16,2.76,4.16,83.86,49.92,2.43,1
40.67,39.8,1.31,1.75,6587.94,0.12,-9.25,-16.66,1.47,5.22,42.16,53.28,1.7,1
48.24,31.08,1.22,2.03,11279.81,0.19,-20.39,-8.83,3.16,2.59,32.77,42.22,2.6,1
48.46,38.97,1.37,2.37,12234.52,0.32,-12.17,-12.97,3.18,2.15,76.34,82.45,3.92,1
42.24,35.97,1.16,1.79,4684.1,1.02,-23.09,-5.11,3.82,-0.09,85.48,71.89,3.9,1
49.8,30.45,1.43,2.41,13159.2,0.4,-13.09,-5.17,3.67,5.03,82.88,127.18,2.44,1
45.5,35.37,1.37,1.61,14062.91,0.63,-11.16,-11.79,2.82,3.97,35.33,99.61,3.03,1
49.33,39.09,0.8,2.41,11986.33,0.21,-21.92,-21.12,1.77,5.32,55.27,104.62,2.91,1
49.99,39.55,1.55,2.2,11275.61,0.3,-9.38,-18.78,1.37,-0.03,48.2,141.4,1.92,1
40.94,34.89,1.42,2.14,7116.52,0.86,-17.04,-13.55,1.68,2.21,52.55,73.99,1.74,1
47.13,33.1,1.56,2.11,3638.76,0.4,-15.09,-24.05,3.69,1.96,61.81,43.27,3.33,1
43.63,38.82,1.49,2.5,9112.03,0.65,-20.76,-23.87,3.72,-0.24,55.93,52.17,1.69,1
47.13,31.66,1.39,1.62,7008.53,0.18,-8.76,-13.66,3.15,-0.74,40.57,64.53,2.16,1
42.7,38.0,1.54,1.55,14771.66,0.89,-5.08,-10.73,1.02,3.75,43.6,158.62,3.66,1
45.77,35.65,1.34,1.89,6676.6,0.12,-10.6,-6.13,3.41,0.83,74.5,150.0,3.55,1
46.37,30.85,1.16,1.87,14387.18,0.16,-16.83,-15.82,3.18,1.24,42.24,75.2,2.03,1
43.2,30.13,1.22,2.21,12873.34,0.67,-24.79,-17.81,2.74,3.11,85.53,155.02,2.6,1
48.67,39.51,1.32,2.38,8574.41,0.78,-12.83,-3.84,3.76,5.91,85.93,66.09,1.57,1
