Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type,Inspector_Comment,QC_Grade
CELL-019878,BTH-0181,Line_3,Night,ChemCorp,19.9,0.185,15.11,14.38,5033.0,95.93,None,,Grade A
CELL-007853,BTH-0181,Line_3,Morning,VoltIndustries,20.54,0.112,14.93,14.78,4969.0,97.51,None,,Scrap
CELL-000470,BTH-0181,Line_2,Night,VoltIndustries,20.86,0.137,15.05,14.82,5026.0,96.79,None,,Grade A
CELL-002761,BTH-0181,Line_1,Evening,ChemCorp,23.84,0.107,14.99,13.58,4975.0,97.92,None,,Scrap
CELL-006922,BTH-0181,Line_2,Night,ChemCorp,19.67,0.135,14.94,13.42,4954.0,95.32,None,,Grade A
CELL-018157,BTH-0181,Line_2,Evening,ChemCorp,27.74,0.138,14.88,13.63,4993.0,97.67,None,,Grade A
CELL-010676,BTH-0181,Line_3,Night,LithioMat,21.09,0.173,15.01,13.42,5034.0,97.72,None,,Grade A
CELL-016757,BTH-0181,Line_3,Evening,ChemCorp,22.85,0.132,14.98,14.13,5044.0,96.75,None,,Grade A
CELL-009595,BTH-0181,Line_1,Evening,ChemCorp,23.36,0.129,14.98,13.95,4940.0,96.11,None,Standard calibration OK.,Grade A
CELL-016278,BTH-0181,Line_3,Night,ChemCorp,21.97,0.118,15.04,14.54,4992.0,96.46,None,,Grade B
CELL-011972,BTH-0181,Line_2,Morning,VoltIndustries,,0.139,15.07,15.11,4984.0,97.75,High Internal Resistance,,Grade A
CELL-006381,BTH-0181,Line_3,Morning,ChemCorp,24.87,0.118,15.1,12.96,4998.0,96.64,None,,Grade B
CELL-016681,BTH-0181,Line_1,Night,VoltIndustries,20.85,0.131,15.06,14.65,5029.0,97.09,None,Standard calibration OK.,Grade A
CELL-009748,BTH-0181,Line_3,Morning,ChemCorp,21.5,0.146,14.92,14.18,4958.0,97.49,None,,Grade A
CELL-012474,BTH-0181,Line_2,Morning,VoltIndustries,23.07,0.205,14.87,14.82,5041.0,97.65,None,,Grade A
CELL-005534,BTH-0181,Line_1,Night,ChemCorp,23.81,0.112,15.05,14.38,4973.0,98.62,None,Ambient temperature warning suppressed.,Scrap
CELL-008287,BTH-0181,Line_1,Morning,LithioMat,24.91,0.16,15.07,14.29,4993.0,95.35,None,,Grade A
CELL-018304,BTH-0181,Line_1,Morning,VoltIndustries,23.73,0.139,15.17,15.32,4974.0,96.11,High Internal Resistance,,Grade B
CELL-014283,BTH-0181,Line_2,Night,ChemCorp,22.7,0.163,14.99,13.4,4994.0,96.86,None,,Grade A
CELL-015889,BTH-0181,Line_1,Night,ChemCorp,21.87,0.152,14.95,13.79,4987.0,97.26,None,,Grade A
CELL-018222,BTH-0181,Line_3,Night,ChemCorp,21.18,0.134,15.1,14.33,4989.0,95.26,None,,Grade A
CELL-010100,BTH-0181,Line_2,Morning,ChemCorp,22.01,0.179,15.01,14.47,5033.0,96.12,None,,Grade A
CELL-003409,BTH-0181,Line_1,Night,ChemCorp,22.4,0.116,14.85,14.33,4986.0,96.27,None,Routine visual inspection passed.,Grade B
CELL-007892,BTH-0181,Line_1,Evening,VoltIndustries,24.63,0.134,15.17,15.22,4952.0,98.15,High Internal Resistance,,Grade B
CELL-014461,BTH-0181,Line_1,Night,ChemCorp,21.43,0.124,14.99,13.5,5015.0,97.31,None,,Grade B
CELL-011377,BTH-0181,Line_2,Night,LithioMat,22.2,0.144,14.95,13.81,5027.0,98.22,None,,Grade A
CELL-018420,BTH-0181,Line_3,Morning,ChemCorp,22.4,0.147,15.24,14.03,5019.0,96.48,None,,Grade A
CELL-000812,BTH-0181,Line_2,Night,LithioMat,22.55,0.097,15.1,13.99,4950.0,95.45,Poor Retention,,Scrap
CELL-011143,BTH-0181,Line_3,Evening,ChemCorp,23.85,0.121,15.01,14.3,4998.0,97.34,None,,Grade B
CELL-010785,BTH-0181,Line_3,Night,ChemCorp,20.41,0.147,14.82,14.36,5045.0,96.25,None,,Grade A
CELL-007277,BTH-0181,Line_2,Night,ChemCorp,19.85,0.141,14.73,15.51,4864.0,93.33,High Internal Resistance,,Grade B
CELL-007355,BTH-0181,Line_2,Evening,ChemCorp,21.21,0.122,15.05,13.97,5018.0,96.74,None,,Grade B
CELL-010019,BTH-0181,Line_1,Evening,LithioMat,23.57,0.139,14.97,13.85,5005.0,97.24,None,,Grade A
CELL-005335,BTH-0181,Line_1,Morning,VoltIndustries,21.93,0.144,15.11,14.66,4967.0,95.7,None,,Grade A
CELL-011149,BTH-0181,Line_3,Morning,VoltIndustries,26.06,0.158,14.83,15.17,4985.0,97.7,High Internal Resistance,,Grade A
CELL-001857,BTH-0181,Line_1,Evening,ChemCorp,24.21,0.175,14.95,14.32,5036.0,96.77,None,,Grade A
CELL-002419,BTH-0181,Line_1,Evening,VoltIndustries,22.46,0.11,14.87,14.16,4995.0,96.6,None,Slight electrolyte spill cleared by tech.,Scrap
CELL-008375,BTH-0181,Line_2,Morning,ChemCorp,23.32,0.129,15.1,14.64,4967.0,96.42,None,,Grade A
CELL-003895,BTH-0182,Line_1,Evening,ChemCorp,24.96,0.153,15.04,13.64,5017.0,96.39,None,,Grade A
CELL-016106,BTH-0182,Line_1,Morning,ChemCorp,24.82,0.171,14.91,13.8,4949.0,96.74,None,,Grade A
CELL-005881,BTH-0182,Line_2,Morning,VoltIndustries,22.59,0.144,15.15,14.37,4974.0,96.8,None,,Grade A
CELL-009231,BTH-0182,Line_2,Night,LithioMat,19.26,0.119,15.11,13.56,4991.0,96.93,None,,Grade B
CELL-009286,BTH-0182,Line_1,Night,VoltIndustries,23.54,0.167,15.12,16.23,4892.0,94.61,High Internal Resistance,,Scrap
CELL-019457,BTH-0182,Line_2,Evening,ChemCorp,25.83,0.149,14.7,15.67,4906.0,94.6,High Internal Resistance,,Grade B
CELL-011907,BTH-0182,Line_1,Morning,ChemCorp,21.18,0.105,15.13,13.8,4973.0,96.83,None,,Scrap
CELL-009243,BTH-0182,Line_2,Morning,ChemCorp,21.84,0.18,14.95,13.49,5014.0,97.79,None,,Grade A
CELL-008797,BTH-0182,Line_1,Evening,ChemCorp,23.02,0.146,15.02,14.02,5053.0,97.04,None,,Grade A
CELL-007414,BTH-0182,Line_3,Morning,LithioMat,22.85,0.138,14.94,14.36,4975.0,96.76,None,,Grade A
CELL-019386,BTH-0182,Line_2,Evening,LithioMat,24.64,0.147,14.95,14.19,4986.0,96.97,None,,Grade A
CELL-011870,BTH-0182,Line_2,Morning,ChemCorp,23.78,0.148,15.08,13.79,5014.0,96.68,None,,Grade A
CELL-003867,BTH-0182,Line_3,Night,ChemCorp,21.52,0.153,15.21,13.99,5022.0,97.84,None,,Grade A
CELL-001610,BTH-0182,Line_2,Night,ChemCorp,20.06,0.153,15.06,13.84,5010.0,95.72,None,,Grade A
CELL-013217,BTH-0182,Line_3,Morning,ChemCorp,22.59,0.128,15.03,13.63,5074.0,96.86,None,,Grade A
CELL-009974,BTH-0182,Line_3,Night,VoltIndustries,23.03,0.176,14.85,15.16,4907.0,95.13,High Internal Resistance,,Grade A
CELL-007914,BTH-0182,Line_2,Night,ChemCorp,22.81,0.113,14.96,13.57,5014.0,96.4,None,,Scrap
CELL-006602,BTH-0182,Line_1,Morning,VoltIndustries,23.87,0.112,14.98,14.55,4960.0,98.15,None,Ambient temperature warning suppressed.,Scrap
CELL-005225,BTH-0182,Line_1,Morning,ChemCorp,24.22,0.12,14.93,13.85,5000.0,96.69,None,,Grade B
CELL-007920,BTH-0182,Line_2,Evening,LithioMat,24.65,0.137,15.02,13.5,5008.0,96.51,None,,Grade A
CELL-007123,BTH-0182,Line_1,Night,ChemCorp,22.86,0.141,15.14,13.48,4939.0,95.16,None,,Grade A
CELL-019656,BTH-0182,Line_3,Morning,LithioMat,25.38,0.143,15.05,14.1,4986.0,97.4,None,,Grade A
CELL-010346,BTH-0182,Line_2,Night,ChemCorp,21.97,0.138,15.02,14.36,4983.0,96.97,None,,Grade A
CELL-016486,BTH-0182,Line_2,Evening,ChemCorp,23.01,0.124,14.94,14.21,4983.0,96.67,None,,Grade B
CELL-011014,BTH-0182,Line_2,Night,ChemCorp,20.47,0.106,15.03,14.37,4986.0,98.32,None,,Scrap
CELL-010118,BTH-0182,Line_2,Morning,LithioMat,23.04,0.121,15.0,13.32,4964.0,98.21,None,,Grade B
CELL-010818,BTH-0182,Line_2,Night,ChemCorp,22.31,0.13,14.93,14.05,4963.0,97.51,None,,Grade A
CELL-019000,BTH-0182,Line_3,Night,LithioMat,23.97,0.135,14.85,14.83,4992.0,96.47,None,,Grade A
CELL-017978,BTH-0182,Line_2,Morning,ChemCorp,26.78,0.136,14.78,16.15,4870.0,94.11,High Internal Resistance,Standard calibration OK.,Scrap
CELL-006420,BTH-0182,Line_3,Night,VoltIndustries,22.44,0.128,15.03,15.15,4984.0,97.3,High Internal Resistance,,Grade A
CELL-000867,BTH-0182,Line_3,Evening,ChemCorp,,0.171,14.91,14.13,4990.0,96.64,None,,Grade A
CELL-013380,BTH-0182,Line_3,Morning,LithioMat,25.93,0.131,14.73,15.74,4890.0,92.56,High Internal Resistance,,Grade B
CELL-012504,BTH-0182,Line_3,Evening,ChemCorp,24.53,0.127,14.89,13.94,5003.0,97.86,None,,Grade A
CELL-015469,BTH-0182,Line_1,Evening,LithioMat,23.7,0.147,14.87,13.95,4987.0,96.91,None,,Grade A
CELL-006705,BTH-0182,Line_2,Night,ChemCorp,22.37,0.14,14.95,13.96,5004.0,96.4,None,,Grade A
CELL-006108,BTH-0182,Line_1,Evening,LithioMat,21.17,0.127,15.14,13.54,5007.0,96.95,None,,Grade A
CELL-006718,BTH-0182,Line_3,Morning,VoltIndustries,26.37,0.162,14.68,16.2,4792.0,94.91,High Internal Resistance,,Scrap
CELL-001730,BTH-0182,Line_2,Evening,LithioMat,23.87,0.188,15.07,13.47,4979.0,96.49,None,,Grade A
CELL-019695,BTH-0182,Line_1,Evening,VoltIndustries,23.37,0.16,15.12,14.41,5037.0,96.3,None,,Grade A
CELL-014007,BTH-0182,Line_1,Evening,VoltIndustries,22.74,0.136,14.99,15.02,5027.0,96.49,High Internal Resistance,,Grade A
CELL-010081,BTH-0182,Line_2,Evening,ChemCorp,25.05,0.123,15.1,13.51,4999.0,97.69,None,,Grade B
CELL-001569,BTH-0182,Line_1,Night,ChemCorp,21.41,0.158,14.92,14.47,5007.0,97.9,None,,Grade A
CELL-012216,BTH-0183,Line_3,Evening,ChemCorp,23.38,0.123,14.94,14.33,5001.0,96.45,None,,Grade B
CELL-009702,BTH-0183,Line_1,Morning,LithioMat,26.09,0.13,14.77,15.51,4935.0,94.76,High Internal Resistance,,Grade B
CELL-019771,BTH-0183,Line_1,Evening,ChemCorp,,0.152,15.03,14.16,4998.0,97.88,None,,Grade A
CELL-005010,BTH-0183,Line_2,Night,ChemCorp,24.06,0.158,14.98,14.89,4971.0,96.67,None,,Grade A
CELL-014885,BTH-0183,Line_1,Night,ChemCorp,24.16,0.164,15.0,13.99,5034.0,96.55,None,,Grade A
CELL-013757,BTH-0183,Line_1,Morning,ChemCorp,22.57,0.14,15.09,14.05,5008.0,96.3,None,,Grade A
CELL-003785,BTH-0183,Line_3,Evening,LithioMat,25.0,0.123,15.02,14.93,5011.0,96.3,None,Standard calibration OK.,Grade B
CELL-003787,BTH-0183,Line_1,Evening,LithioMat,22.33,0.151,14.94,14.17,4951.0,97.12,None,,Grade A
CELL-009548,BTH-0183,Line_1,Night,ChemCorp,21.12,0.152,15.0,14.39,4957.0,96.05,None,,Grade A
CELL-019492,BTH-0183,Line_2,Night,VoltIndustries,22.55,0.123,14.84,14.79,5051.0,97.32,None,,Grade B
CELL-015305,BTH-0183,Line_3,Night,LithioMat,18.22,0.132,14.98,14.23,5013.0,96.09,None,,Grade A
CELL-005764,BTH-0183,Line_2,Morning,LithioMat,25.01,0.156,15.03,13.64,5019.0,97.43,None,,Grade A
CELL-004828,BTH-0183,Line_2,Night,VoltIndustries,22.87,0.14,15.06,13.84,4992.0,97.23,None,,Grade A
CELL-017637,BTH-0183,Line_3,Morning,LithioMat,20.59,0.143,14.98,14.66,4916.0,97.56,None,,Grade A
CELL-008951,BTH-0183,Line_2,Evening,LithioMat,26.22,0.144,14.7,15.3,4976.0,97.58,High Internal Resistance,,Grade B
CELL-003424,BTH-0183,Line_1,Morning,ChemCorp,24.83,0.15,14.92,13.77,4986.0,97.04,None,,Grade A
CELL-019611,BTH-0183,Line_2,Night,VoltIndustries,20.79,0.125,15.0,15.27,4983.0,97.22,High Internal Resistance,,Grade B
CELL-004342,BTH-0183,Line_1,Morning,VoltIndustries,22.52,0.121,14.76,16.51,4755.0,94.33,Critical Resistance,,Scrap
CELL-006680,BTH-0183,Line_2,Evening,LithioMat,20.57,0.164,15.0,13.73,4960.0,96.63,None,,Grade A
CELL-014801,BTH-0183,Line_2,Morning,ChemCorp,24.1,0.145,14.93,13.81,4981.0,97.05,None,,Grade A
CELL-001133,BTH-0183,Line_2,Morning,LithioMat,22.7,0.125,15.22,14.79,4947.0,96.77,None,,Grade A
CELL-008912,BTH-0183,Line_1,Evening,ChemCorp,23.95,0.119,15.04,14.54,5030.0,96.58,None,,Grade B
CELL-015050,BTH-0183,Line_2,Morning,ChemCorp,24.46,0.173,14.97,14.3,5013.0,97.18,None,,Grade A
CELL-014430,BTH-0183,Line_2,Evening,LithioMat,26.66,0.132,14.66,15.84,4923.0,94.37,High Internal Resistance,,Grade B
CELL-000763,BTH-0183,Line_1,Morning,ChemCorp,24.65,0.144,14.91,13.91,5032.0,97.75,None,,Grade A
CELL-017247,BTH-0183,Line_3,Evening,VoltIndustries,22.5,0.18,15.0,15.14,4985.0,96.9,High Internal Resistance,,Grade A
CELL-015929,BTH-0183,Line_2,Night,ChemCorp,19.17,0.152,15.1,13.29,4986.0,96.47,None,,Grade A
CELL-019039,BTH-0183,Line_1,Evening,ChemCorp,22.57,0.13,15.05,13.92,4993.0,96.89,None,,Grade A
CELL-002575,BTH-0183,Line_2,Morning,VoltIndustries,24.98,0.145,15.0,14.24,4998.0,96.23,None,,Grade A
CELL-007291,BTH-0183,Line_1,Night,LithioMat,25.01,0.124,15.03,14.17,4983.0,95.94,None,,Grade B
CELL-004484,BTH-0183,Line_2,Morning,ChemCorp,25.05,0.125,15.06,13.66,5050.0,96.5,None,,Grade A
CELL-017806,BTH-0183,Line_2,Morning,ChemCorp,24.06,0.11,14.93,14.21,5003.0,96.88,None,,Scrap
CELL-006647,BTH-0183,Line_1,Evening,LithioMat,24.13,0.136,15.05,14.3,4966.0,96.73,None,,Grade A
CELL-015901,BTH-0183,Line_1,Morning,ChemCorp,28.3,0.139,14.61,15.78,4905.0,94.4,High Internal Resistance,,Grade B
CELL-019193,BTH-0183,Line_1,Night,ChemCorp,22.23,0.148,15.11,14.65,4983.0,97.07,None,,Grade A
CELL-003387,BTH-0183,Line_1,Morning,LithioMat,26.37,0.147,14.72,15.15,4926.0,96.86,High Internal Resistance,,Grade A
CELL-011502,BTH-0183,Line_2,Morning,ChemCorp,23.3,0.124,14.89,13.55,4995.0,97.56,None,,Grade B
CELL-002006,BTH-0183,Line_2,Morning,ChemCorp,24.91,0.127,14.95,13.3,4937.0,97.9,None,,Grade A
CELL-015053,BTH-0183,Line_3,Evening,ChemCorp,22.52,0.135,15.06,14.37,4970.0,96.53,None,,Grade A
CELL-003574,BTH-0183,Line_2,Night,ChemCorp,18.84,0.167,15.17,14.29,5036.0,96.47,None,,Grade A
CELL-017207,BTH-0184,Line_3,Night,ChemCorp,23.07,0.157,15.15,14.49,4969.0,97.76,None,,Grade A
CELL-009011,BTH-0184,Line_1,Evening,ChemCorp,24.63,0.124,15.09,14.42,5003.0,97.02,None,,Grade B
CELL-016771,BTH-0184,Line_2,Night,ChemCorp,21.23,0.12,14.87,14.28,4997.0,97.47,None,,Grade B
CELL-015316,BTH-0184,Line_1,Evening,ChemCorp,24.48,0.128,15.0,13.07,5001.0,97.07,None,,Grade A
CELL-016119,BTH-0184,Line_2,Night,VoltIndustries,18.41,0.167,15.01,14.68,4991.0,96.84,None,,Grade A
CELL-014748,BTH-0184,Line_2,Evening,VoltIndustries,22.18,0.162,15.2,14.22,5031.0,98.29,None,,Grade A
CELL-010698,BTH-0184,Line_2,Evening,VoltIndustries,23.79,0.122,14.85,15.07,5016.0,96.83,High Internal Resistance,,Grade B
CELL-004900,BTH-0184,Line_2,Night,ChemCorp,18.75,0.166,15.03,14.68,5011.0,96.72,None,,Grade A
CELL-009606,BTH-0184,Line_3,Night,LithioMat,20.12,0.162,15.08,12.78,5008.0,97.41,None,,Grade A
CELL-006923,BTH-0184,Line_1,Morning,ChemCorp,24.06,0.146,15.03,12.9,4977.0,96.83,None,Routine visual inspection passed.,Grade A
CELL-016050,BTH-0184,Line_2,Evening,ChemCorp,22.14,0.129,14.92,13.7,5022.0,97.02,None,,Grade A
CELL-001143,BTH-0184,Line_3,Evening,ChemCorp,22.92,0.137,15.14,14.52,5006.0,97.59,None,,Grade A
CELL-019739,BTH-0184,Line_2,Night,ChemCorp,21.84,0.16,14.94,13.42,4997.0,97.02,None,,Grade A
CELL-001492,BTH-0184,Line_2,Night,LithioMat,23.56,0.126,15.04,14.29,4956.0,96.67,None,,Grade A
CELL-002774,BTH-0184,Line_2,Night,ChemCorp,21.12,0.121,14.9,14.73,4966.0,97.08,None,,Grade B
CELL-014470,BTH-0184,Line_1,Night,ChemCorp,20.69,0.135,15.0,13.8,4963.0,97.44,None,,Grade A
CELL-019750,BTH-0184,Line_1,Evening,VoltIndustries,23.05,0.133,14.9,15.56,4900.0,92.49,High Internal Resistance,,Grade B
CELL-000301,BTH-0184,Line_2,Evening,VoltIndustries,22.92,0.17,14.94,14.35,5025.0,98.62,None,,Grade A
CELL-004977,BTH-0184,Line_3,Morning,ChemCorp,22.56,0.161,14.9,13.75,4980.0,96.6,None,,Grade A
CELL-005418,BTH-0184,Line_3,Evening,LithioMat,23.09,0.13,15.12,13.86,4991.0,96.33,None,,Grade A
CELL-001112,BTH-0184,Line_1,Morning,VoltIndustries,22.66,0.135,14.96,13.62,4966.0,96.22,None,,Grade A
CELL-006755,BTH-0184,Line_3,Night,LithioMat,22.59,0.146,15.03,14.11,5002.0,96.11,None,,Grade A
CELL-010381,BTH-0184,Line_3,Morning,ChemCorp,22.44,0.116,15.06,13.45,4956.0,98.15,None,,Grade B
CELL-007191,BTH-0184,Line_2,Evening,ChemCorp,23.94,0.141,15.07,13.41,4987.0,97.61,None,,Grade A
CELL-007244,BTH-0184,Line_3,Night,ChemCorp,19.53,0.124,14.94,13.94,4990.0,95.3,None,,Grade B
CELL-012912,BTH-0184,Line_1,Morning,ChemCorp,24.69,0.134,14.89,14.45,4984.0,97.41,None,,Grade A
CELL-015408,BTH-0184,Line_2,Night,VoltIndustries,20.49,0.132,14.96,15.34,4936.0,97.46,High Internal Resistance,,Grade B
CELL-014841,BTH-0184,Line_1,Evening,ChemCorp,24.44,0.103,14.98,13.88,4969.0,97.6,None,Operator noted irregular machine vibration.,Scrap
CELL-003647,BTH-0184,Line_2,Night,LithioMat,21.09,0.163,14.89,13.81,4984.0,97.32,None,,Grade A
CELL-004812,BTH-0184,Line_1,Morning,VoltIndustries,24.42,0.143,15.05,14.99,4983.0,97.04,None,,Grade A
CELL-012520,BTH-0184,Line_3,Morning,ChemCorp,24.28,0.146,15.0,14.53,4944.0,96.44,None,,Grade A
CELL-007395,BTH-0184,Line_1,Night,VoltIndustries,19.06,0.157,14.85,15.43,4922.0,95.72,High Internal Resistance,,Grade B
CELL-003905,BTH-0184,Line_2,Evening,ChemCorp,23.13,0.11,15.17,13.33,4991.0,96.22,None,Laser alignment recalibrated mid-batch.,Scrap
CELL-013956,BTH-0184,Line_1,Morning,ChemCorp,23.64,0.125,15.1,13.09,5055.0,96.9,None,,Grade A
CELL-007223,BTH-0184,Line_2,Morning,VoltIndustries,25.06,0.129,15.07,15.22,4927.0,98.15,High Internal Resistance,,Grade B
CELL-009276,BTH-0184,Line_2,Night,ChemCorp,21.45,0.138,15.06,13.8,5021.0,94.3,Poor Retention,,Grade A
CELL-012850,BTH-0185,Line_1,Night,LithioMat,22.56,0.136,14.86,13.59,4958.0,97.46,None,,Grade A
CELL-016625,BTH-0185,Line_1,Night,ChemCorp,20.5,0.135,14.93,13.78,5036.0,98.62,None,,Grade A
CELL-007015,BTH-0185,Line_2,Night,LithioMat,22.57,0.144,14.94,13.17,4990.0,96.18,None,,Grade A
CELL-015734,BTH-0185,Line_1,Morning,LithioMat,23.71,0.14,14.86,14.03,4990.0,97.38,None,,Grade A
CELL-019195,BTH-0185,Line_3,Morning,ChemCorp,25.02,0.112,15.03,14.33,5002.0,95.94,None,,Scrap
CELL-006397,BTH-0185,Line_2,Night,LithioMat,23.83,0.149,15.06,14.01,4991.0,96.89,None,,Grade A
CELL-007943,BTH-0185,Line_1,Night,VoltIndustries,21.28,0.152,15.07,15.1,4946.0,96.13,High Internal Resistance,,Grade A
CELL-008456,BTH-0185,Line_3,Evening,ChemCorp,22.89,0.137,15.0,14.79,5006.0,98.5,None,,Grade A
CELL-009180,BTH-0185,Line_1,Night,ChemCorp,20.55,0.136,15.07,14.62,5006.0,95.99,None,,Grade A
CELL-011296,BTH-0185,Line_3,Morning,VoltIndustries,24.2,0.171,15.0,14.19,5017.0,98.12,None,,Grade A
CELL-018389,BTH-0185,Line_2,Evening,ChemCorp,25.17,0.097,14.99,13.97,5011.0,97.3,Poor Retention,Ambient temperature warning suppressed.,Scrap
CELL-005679,BTH-0185,Line_1,Night,VoltIndustries,21.6,0.12,15.11,14.83,5026.0,97.99,None,,Grade B
CELL-002049,BTH-0185,Line_1,Night,ChemCorp,20.46,0.172,14.84,14.56,4993.0,96.29,None,,Grade A
CELL-011697,BTH-0185,Line_1,Night,ChemCorp,21.43,0.123,15.0,13.28,4990.0,97.05,None,,Grade B
CELL-010209,BTH-0185,Line_1,Evening,LithioMat,22.72,0.142,15.02,14.05,5066.0,97.36,None,,Grade A
CELL-018309,BTH-0185,Line_1,Night,VoltIndustries,19.44,0.154,15.1,14.18,4946.0,97.02,None,,Grade A
CELL-011226,BTH-0185,Line_2,Night,ChemCorp,20.76,0.123,14.86,14.19,5000.0,97.44,None,Routine visual inspection passed.,Grade B
CELL-018195,BTH-0185,Line_2,Morning,LithioMat,22.71,0.149,14.93,13.38,5006.0,97.25,None,,Grade A
CELL-016473,BTH-0185,Line_1,Evening,VoltIndustries,23.12,0.138,14.99,14.44,5007.0,97.4,None,,Grade A
CELL-009422,BTH-0185,Line_1,Evening,VoltIndustries,24.03,0.169,14.88,14.66,4961.0,96.29,None,,Grade A
CELL-015318,BTH-0185,Line_3,Evening,VoltIndustries,24.06,0.128,14.91,14.92,4972.0,96.19,None,,Grade A
CELL-016309,BTH-0185,Line_1,Evening,ChemCorp,27.26,0.151,14.87,13.67,4999.0,96.6,None,,Grade A
CELL-019302,BTH-0185,Line_1,Morning,LithioMat,25.45,0.146,14.95,14.21,4979.0,98.53,None,,Grade A
CELL-006136,BTH-0185,Line_1,Night,VoltIndustries,22.68,0.143,15.01,13.88,4978.0,95.88,None,,Grade A
CELL-002771,BTH-0185,Line_1,Evening,ChemCorp,22.83,0.136,14.92,14.27,5036.0,96.63,None,,Grade A
CELL-010305,BTH-0185,Line_2,Evening,VoltIndustries,23.08,0.151,14.97,14.6,5030.0,95.79,None,,Grade A
CELL-000637,BTH-0185,Line_2,Night,ChemCorp,23.05,0.118,14.93,14.09,5013.0,96.37,None,,Grade B
CELL-010541,BTH-0185,Line_2,Evening,ChemCorp,23.24,0.124,14.96,13.87,4989.0,97.69,None,,Grade B
CELL-009296,BTH-0185,Line_2,Morning,ChemCorp,23.64,0.139,15.03,14.59,4973.0,98.05,None,,Grade A
CELL-011778,BTH-0186,Line_3,Morning,ChemCorp,24.25,0.146,14.93,13.62,4974.0,97.28,None,,Grade A
CELL-010237,BTH-0186,Line_3,Morning,ChemCorp,22.38,0.164,15.0,14.01,4966.0,95.02,None,,Grade A
CELL-008925,BTH-0186,Line_2,Night,ChemCorp,23.71,0.145,14.97,13.74,5016.0,98.88,None,,Grade A
CELL-002637,BTH-0186,Line_2,Night,ChemCorp,23.79,0.134,15.0,14.48,4970.0,99.17,None,,Grade A
CELL-016410,BTH-0186,Line_1,Morning,ChemCorp,24.42,0.121,14.89,14.17,4976.0,95.87,None,,Grade B
CELL-009942,BTH-0186,Line_3,Evening,VoltIndustries,24.18,0.137,15.0,14.62,5003.0,97.15,None,,Grade A
CELL-000953,BTH-0186,Line_1,Evening,VoltIndustries,23.26,0.127,14.96,14.98,4970.0,98.04,None,,Grade A
CELL-009982,BTH-0186,Line_1,Evening,ChemCorp,23.22,0.129,15.08,14.04,5015.0,95.34,None,,Grade A
CELL-005245,BTH-0186,Line_2,Night,LithioMat,19.45,0.1,14.95,14.48,5015.0,99.07,Poor Retention,Laser alignment recalibrated mid-batch.,Scrap
CELL-014272,BTH-0186,Line_2,Night,ChemCorp,19.92,0.125,15.08,13.19,4980.0,96.51,None,,Grade A
CELL-013013,BTH-0186,Line_2,Night,ChemCorp,22.07,0.127,15.05,14.61,5015.0,98.46,None,,Grade A
CELL-019323,BTH-0186,Line_1,Evening,LithioMat,24.95,0.086,14.99,13.26,4970.0,96.34,Poor Retention,Ambient temperature warning suppressed.,Scrap
CELL-017125,BTH-0186,Line_2,Morning,ChemCorp,25.07,0.14,14.98,13.46,4980.0,97.36,None,,Grade A
CELL-013745,BTH-0186,Line_3,Morning,ChemCorp,22.27,0.145,15.15,14.77,5013.0,98.11,None,Shift handover completed.,Grade A
CELL-005099,BTH-0186,Line_1,Morning,LithioMat,26.27,0.116,14.83,13.81,4998.0,96.08,None,,Grade B
CELL-012865,BTH-0186,Line_1,Morning,ChemCorp,22.13,0.155,15.09,14.37,4998.0,97.05,None,,Grade A
CELL-018674,BTH-0186,Line_3,Morning,ChemCorp,22.58,0.155,14.97,13.65,4974.0,97.17,None,,Grade A
CELL-015726,BTH-0186,Line_3,Night,ChemCorp,21.99,0.149,15.03,13.74,5047.0,96.58,None,,Grade A
CELL-013429,BTH-0186,Line_2,Evening,ChemCorp,23.42,0.112,15.03,13.45,5040.0,96.84,None,,Scrap
CELL-019341,BTH-0186,Line_2,Evening,ChemCorp,23.41,0.142,15.09,14.95,4963.0,96.65,None,,Grade A
CELL-003664,BTH-0186,Line_1,Evening,ChemCorp,25.77,0.155,14.72,15.26,4988.0,97.52,High Internal Resistance,,Grade B
CELL-008434,BTH-0186,Line_1,Evening,LithioMat,23.71,0.115,14.95,13.7,4997.0,96.15,None,,Grade B
CELL-003716,BTH-0186,Line_3,Morning,LithioMat,23.02,0.118,15.19,12.77,5032.0,96.85,None,,Grade B
CELL-006135,BTH-0186,Line_2,Evening,ChemCorp,23.58,0.141,15.0,13.75,5014.0,98.22,None,,Grade A
CELL-019181,BTH-0186,Line_1,Morning,LithioMat,23.58,0.127,15.04,14.68,4996.0,98.32,None,,Grade A
CELL-000814,BTH-0186,Line_3,Morning,VoltIndustries,24.53,0.12,14.96,14.66,4996.0,96.64,None,,Grade B
CELL-000547,BTH-0186,Line_2,Morning,VoltIndustries,22.82,0.163,14.95,14.06,4975.0,98.29,None,,Grade A
CELL-012299,BTH-0186,Line_2,Morning,VoltIndustries,23.43,0.122,15.01,14.31,4982.0,97.35,None,,Grade B
CELL-011358,BTH-0186,Line_1,Morning,LithioMat,23.04,0.151,14.95,13.7,5011.0,97.32,None,,Grade A
